"Thu Jan 11 18:27:46 2018   Matrizes de confusão anuais para Caatinga  -  Coleção 4.0 (CLASSIFICAÇÃO + FILTRO + INTEGRAÇÃO)  "
" "
"Corpo da tabela contém distribuição de frequências cruzadas da amostra."
"Marginais:"
"Totais: A coluna 'total' contém a soma das amostras de cada classe mapeada ou a estatística de linha para todas as classes. A linha 'total' contém a soma das amostras em cada classe observada ou a respectiva estatística de coluna para todas as classes. "
"Número de píxeis na população - A coluna 'population' contém o número de píxeis totais de cada classe mapeada. A 'adj population' contém as estimativas no número de píxeis na população corrigida pela matriz de erros. A coluna 'bias' contém a estimativa do viés relativo da área mapeada. A linha 'adj pop stdErr' contém uma estimativa do erro padrão do número de píxeis corrigido. Usado para representar a incerteza d ou construir intervalos de confiança. A estimativa do erro padrão é confiável apenas quando n>30./nAcurácias - Acurácia do usuário (user's accuracy): estimativa da fração de píxeis (ou área) de cada classe do mapa que está corretamente mapeada. Acurácia do produtor (producer's accuracy): estimativa da fração de píxeis (ou área) de cada classe que foi corretamente mapeada. A coluna 'user stderr' contém a estimativa do erro padrão da acurácia do usuário"
"Erros - Erro de comissão e omissão: são os complementares da acurácia do usuário e produtor"
"Decomposição do erro - O erro é decomposto em 'discordância de área' (area dis) e 'discordância de alocação' (alloc dis). A soma deles é o erro total."
" "
" "
" ANO: 1985 "
" ";"1.1. Floresta Natural";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"alloc dis";0.09618614834239714;0.05283839577861222;0.048295598850918164;0.012619600840180503;0.0;0.000628127493796247;0.0007350011670835752;0.10565143623649392;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2013 "
" ";"1.1. Floresta Natural";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.5051432518812657;0.01276435034340774;0.0799450157378852;0.003432677996081695;0.0;0.0;0.0015507652040449224;0.6028360611626854;0.6028360611626854;-0.04947974919540919;0.8379446493413145;0.01008852475924525;0.16205535065868548;0.04947974919540943
"2.2. Formação Campestre (Campo)";0.019587625361276298;0.006182074191288586;0.008425636206448844;0.00023450192374724016;0.0;9.780811907840249e-05;0.00021689267196188096;0.034744538473801254;0.034744538473801254;0.004677089132465329;0.1779293800650168;0.011069743223961568;0.8220706199349832;0.004677089132465367
"3.1. Pastagem";0.01191293142441171;0.010751952002019796;0.23481758876980044;0.0025696033648406466;0.0;0.00039175311583364953;0.00030051245891663664;0.2607443411358229;0.2607443411358229;0.08264758201907813;0.9005663852450889;0.01910601318917311;0.09943361475491108;0.08264758201907818
"3.2. Agricultura";0.0013656521907637826;0.0;0.01974002191758424;0.004356171728709651;0.0;9.133509498070132e-05;0.0;0.025553180932038375;0.025553180932038375;-0.014960225918659163;0.17047473425306175;0.009338928939760753;0.8295252657469383;0.014960225918659142
"3.3 Mosaico de Agricultura ou Pastagem";0.015111968053691126;0.009680101435287441;0.0;0.0;0.03798128655585383;0.0001599148992962188;0.00034771397588789337;0.0632809849200165;0.0632809849200165;-0.02529969836416268;0.6002006227282964;0.021278733068600616;0.39979937727170356;0.025299698364162675
"4.1. Infraestrutura Urbana";6.130058517399311e-05;0.0;0.0002531584040909805;0.0;0.0;0.0028414115278537415;0.0;0.003155870517118715;0.003155870517118715;0.00042635223992399843;0.9003574489006373;0.04669918765517502;0.09964255109936271;0.0004263522399239987
"5.1. Rio, Lago e Oceano";0.00017358247069331167;4.314963426305994e-05;0.00021050211909139665;0.0;0.0;0.0;0.009257788634472785;0.009685022858520553;0.009685022858520553;0.0019886500867635653;0.9558871227988995;0.0630366674897009;0.044112877201100464;0.001988650086763565
"total";0.553356311967276;0.03942162760626662;0.3433919231549011;0.010592955013379233;0.03798128655585383;0.0035822227570427136;0.011673672945284118;1.0;1.0;0;0.8005795732892447;0.013791191151286353;0.19942042671075533;0.08973967347823118
"adj population";0.5533563119672738;0.03942162760626661;0.34339192315489975;0.010592955013379233;0.03798128655585386;0.0035822227570427145;0.011673672945284111;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.72608591876739e-17;1.4923102367712961e-16;7.093925375289983e-17;2.821570277958355e-16;1.6680793202901794e-16;5.1119949643837505e-16;3.2104419863318584e-16;1.5686397915141178e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.91287158193858;0.15681935441716416;0.6838180310486683;0.41123291123276456;1.0;0.7931978887319265;0.7930484842144482;0.8005795732892443;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.011564124689898635;0.00970456516095081;0.013580691328181222;0.02380843114690843;0.03593559900850875;0.044306731985465586;0.048904024247575464;0.013791838948304751;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9884358753101014;0.9902954348390491;0.9864193086718188;0.9761915688530916;0.9640644009914913;0.9556932680145345;0.9510959757524245;0.19942042671075566;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.09642612017202046;0.05712492856502534;0.05185350473204492;0.012473566569339165;0.0;0.0006289179785299468;0.000854468448095537;0.10968075323252768;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2014 "
" ";"1.1. Floresta Natural";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.5041578893895795;0.013048041847955513;0.07845077763211045;0.0031396213906757396;0.0;0.0;0.0016365551260747505;0.6004328853863958;0.6004328853863958;-0.04991497754881277;0.8396573566505092;0.010149109143778734;0.16034264334949078;0.04991497754881291
"2.2. Formação Campestre (Campo)";0.01826733502456029;0.005542997657763494;0.006269218690937195;0.00013343139669694118;0.0;9.786543846169035e-05;0.00013716037499957156;0.030448008583419183;0.030448008583419183;0.009174236054137148;0.1820479537299524;0.01195939599152729;0.8179520462700476;0.00917423605413718
"3.1. Pastagem";0.012861807162549905;0.01040798054069748;0.2384930352192191;0.0025646098390340686;0.0;0.0003919826984819231;0.0005060537895613039;0.26522546924954377;0.26522546924954377;0.08197136085154794;0.8992086464924942;0.01889020216753065;0.10079135350750579;0.08197136085154816
"3.2. Agricultura";0.001274650005772252;8.914666057448276e-05;0.023405607948043028;0.004555854657765662;0.0;9.138862091869256e-05;0.0;0.02941664789307412;0.02941664789307412;-0.019023130608901706;0.15487334499585512;0.008367556722640224;0.8451266550041449;0.019023130608901706
"3.3 Mosaico de Agricultura ou Pastagem";0.013894889745406536;0.010436367038427052;0.0;0.0;0.03777488797917948;0.000160008615681858;0.00022507875265144069;0.062491232131346365;0.062491232131346365;-0.024716344152166884;0.6044830081087669;0.021279666759677466;0.3955169918912331;0.024716344152166884
"4.1. Infraestrutura Urbana";6.133650971451659e-05;0.0;0.00036236860394111176;0.0;0.0;0.002843076706143419;0.0;0.003266781819799047;0.003266781819799047;0.00031754025988853555;0.8702989250498241;0.04520002718018923;0.1297010749501759;0.0003175402598885359
"5.1. Rio, Lago e Oceano";0.0;9.771089213834371e-05;0.00021582200684098216;0.0;0.0;0.0;0.008405442037445466;0.008718974936424791;0.008718974936424791;0.002191315144307741;0.9640401651265796;0.06949958857790299;0.03595983487342036;0.002191315144307742
"total";0.5505179078375829;0.03962224463755636;0.3471968301010919;0.010393517284172413;0.03777488797917948;0.003584322079687583;0.010910290080732533;0.9999999999999998;0.9999999999999998;0;0.8017731836470956;0.013797723276146286;0.1982268163529044;0.09365445230988156
"adj population";0.5505179078375813;0.03962224463755635;0.34719683010109015;0.010393517284172413;0.03777488797917949;0.0035843220796875843;0.010910290080732531;0.9999999999999998;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.730718207392134e-17;1.489400950333699e-16;7.080774737005484e-17;2.8469048167814293e-16;1.680709638308293e-16;5.117383040930331e-16;3.3351267906991956e-16;1.5850674531492712e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9157883553141728;0.13989610403115596;0.6869101746976713;0.43833617948598275;1.0;0.7931978887319265;0.7704141663739442;0.8017731836470956;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.011663779981595256;0.009039838925547723;0.013547430418434987;0.025330764446322488;0.03560475865749979;0.04422732295372156;0.051156697367367526;0.013807824245579248;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9883362200184047;0.9909601610744523;0.986452569581565;0.9746692355536775;0.9643952413425002;0.9557726770462784;0.9488433026326325;0.1982268163529044;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.09272003689600683;0.04981002185131138;0.05346486806064932;0.011675325252813501;0.0;0.0008474102273112565;0.0006270657979586501;0.10457236404302547;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2015 "
" ";"1.1. Floresta Natural";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.5012048120089426;0.013515580831631305;0.0795054638106026;0.003285329449925085;0.0;0.0;0.001874933651402722;0.5993861197525043;0.5993861197525043;-0.051637299981154836;0.8361968946092673;0.01012703318456042;0.16380310539073273;0.05163729998115507
"2.2. Formação Campestre (Campo)";0.01822331410112897;0.00559031813629574;0.0061167912979508375;0.0002652247414000325;0.0;9.784472853296468e-05;0.0;0.030293493005308546;0.030293493005308546;0.009642325057862562;0.184538578476774;0.011920355119927693;0.815461421523226;0.009642325057862593
"3.1. Pastagem";0.012241149316428864;0.010279580421782763;0.23854887003919503;0.002355686022003779;0.0;0.00025216619997552205;0.00032721980716024973;0.26400467180654624;0.26400467180654624;0.08505617958255533;0.9035782147597584;0.01898579391152163;0.09642178524024159;0.08505617958255546
"3.2. Agricultura";0.0012743802689664434;8.912779568187461e-05;0.024418557157491905;0.004892864625036745;0.0;9.13692815905772e-05;0.0;0.030766299128767546;0.030766299128767546;-0.019967194290401908;0.15903325273405242;0.008809517571664252;0.8409667472659476;0.019967194290401905
"3.3 Mosaico de Agricultura ou Pastagem";0.014682651823527173;0.01046121087777946;0.0;0.0;0.03917122780628915;0.000258262868190084;0.0002174981462778377;0.06479085152206371;0.06479085152206371;-0.025619623715774545;0.6045796109493929;0.021263356973767113;0.39542038905060706;0.02561962371577456
"4.1. Infraestrutura Urbana";6.132352990505131e-05;0.0;0.00036229192081295127;0.0;0.0;0.0028424750645744306;0.0;0.003266090515292433;0.003266090515292433;0.00027602762757114526;0.8702989250498241;0.0451988824075428;0.1297010749501759;0.00027602762757114553
"5.1. Rio, Lago e Oceano";6.118872245018347e-05;0.0;0.00010887716304836739;0.0;0.0;0.0;0.007322408384022339;0.00749247426952089;0.00749247426952089;0.0022495857193422586;0.9773017725011919;0.07786564633033782;0.02269822749880812;0.0022495857193422586
"total";0.5477488197713493;0.03993581806317114;0.3490608513891017;0.010799104838365641;0.03917122780628915;0.0035421181428635785;0.009742059988863148;0.9999999999999999;0.9999999999999999;0;0.799572976064356;0.013823187860223535;0.20042702393564404;0.0972241179873315
"adj population";0.5477488197713473;0.03993581806317113;0.3490608513891;0.010799104838365643;0.03917122780628916;0.0035421181428635794;0.009742059988863148;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.722910801014962e-17;1.48052248773684e-16;7.069837741757314e-17;2.7891448149738724e-16;1.6491584626502207e-16;5.112151351214346e-16;3.5317946470321036e-16;1.594204661788461e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9150267310811624;0.13998256220651054;0.6834019601163517;0.45308057457262746;1.0;0.8024788981985985;0.7516283406582502;0.7995729760643556;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.011711411981966813;0.008905827553193633;0.013464225149162616;0.02724201597728331;0.03558833061482736;0.04503318625815035;0.054743839810295715;0.01385146612354055;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9882885880180332;0.9910941724468064;0.9865357748508374;0.9727579840227167;0.9644116693851726;0.9549668137418497;0.9452561601897043;0.20042702393564438;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.09308801552481327;0.049406349738025615;0.05091160353470242;0.011812480426657793;0.0;0.0008472309014360049;0.0003401317709971017;0.10320290594831609;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2016 "
" ";"1.1. Floresta Natural";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.4957149617306286;0.013125968275513397;0.08271765547640217;0.003450149862634561;0.0;0.0;0.0017047494095912604;0.5967134847547702;0.5967134847547702;-0.05283614575967549;0.8307420133707074;0.010153703583016935;0.1692579866292926;0.05283614575967577
"2.2. Formação Campestre (Campo)";0.017917493246673327;0.00528957513163159;0.0063938175351128355;0.00026579757641975596;0.0;9.805605454539909e-05;0.0;0.029964739544382907;0.029964739544382907;0.010134749047492252;0.17652665139294202;0.011314417458716346;0.823473348607058;0.01013474904749229
"3.1. Pastagem";0.012145020840165738;0.009726251285896135;0.24097667683815255;0.00235839826040773;0.0;0.00025271083102831925;0.0003279265397361742;0.2657869845953867;0.2657869845953867;0.08952679147290711;0.9066534134656612;0.01904679377244007;0.0933465865343388;0.08952679147290726
"3.2. Agricultura";0.001232986337149997;8.932029477652101e-05;0.024482483639663877;0.004954061724508676;0.0;9.156662186865901e-05;0.0;0.030850418617967727;0.030850418617967727;-0.01982201119399701;0.16058329016071635;0.00877477244367999;0.8394167098392836;0.019822011193997003
"3.3 Mosaico de Agricultura ou Pastagem";0.01680542086340515;0.011774549046489675;0.0;0.0;0.03663557886068496;0.00025882066688719113;0.000113832409532053;0.06558820184699904;0.06558820184699904;-0.028952622986314076;0.558569648641179;0.01973698381880884;0.441430351358821;0.028952622986314076
"4.1. Infraestrutura Urbana";6.14559770714704e-05;0.0;0.0005224048935843228;0.0;0.0;0.0028486142703328518;0.0;0.003432475140988645;0.003432475140988645;0.00011729330367377534;0.8299009179458687;0.04323616990725465;0.17009908205413127;0.00011729330367377501
"5.1. Rio, Lago e Oceano";0.0;9.382455756788035e-05;0.00022073768537817645;0.0;0.0;0.0;0.007349133256561699;0.007663695499507755;0.007663695499507755;0.0018319461159134309;0.9589542352033348;0.0750944254288089;0.04104576479666522;0.0018319461159134317
"total";0.5438773389950944;0.0400994885918752;0.35531377606829395;0.011028407423970724;0.03663557886068496;0.00354976844466242;0.009495641615421187;1.0000000000000002;1.0000000000000002;0;0.793768601812501;0.013749401873741941;0.20623139818749903;0.1016107799399868
"adj population";0.5438773389950934;0.04009948859187519;0.35531377606829223;0.011028407423970727;0.036635578860685004;0.0035497684446624215;0.009495641615421187;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.746803099206854e-17;1.4845636299881395e-16;7.07002533955744e-17;2.788858653577962e-16;1.6986252137140989e-16;5.131089174523818e-16;3.589630054368329e-16;1.6074449570048776e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9114462511833015;0.13191128658691537;0.6782080883681657;0.4492091681107835;1.0;0.8024788981985984;0.7739480441876092;0.7937686018125003;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.01178063876250497;0.008325167425343916;0.01329918922045875;0.026282493860622202;0.03594745054120335;0.04486513842215021;0.055775967928915364;0.013762141722977989;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.988219361237495;0.991674832574656;0.9867008107795413;0.9737175061393778;0.9640525494587966;0.9551348615778498;0.9442240320710846;0.2062313981874997;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.09632475452893152;0.04935032882550264;0.04962061551446828;0.012148691398924095;0.0;0.0011677217413115868;0.000629124485892113;0.10462061824751512;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2017 "
" ";"1.1. Floresta Natural";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.492662144987542;0.013310174906206756;0.08711441643299947;0.0034730514204529225;0.0;0.0;0.00091662095750198;0.5974764087047032;0.5974764087047032;-0.05637667902451374;0.8245717116356232;0.01011644986878802;0.17542828836437685;0.056376679024514154
"2.2. Formação Campestre (Campo)";0.01830967613784435;0.005919833328079656;0.006965880015141358;0.00026624190826900283;0.0;9.82199741289893e-05;0.00013765726384860568;0.031697508627311966;0.031697508627311966;0.008495210162504055;0.1867602087496196;0.011133238341946159;0.8132397912503804;0.00849521016250409
"3.1. Pastagem";0.012297846364941587;0.009303336690089002;0.23981576189941464;0.0018999501174489495;0.0;0.00029482729376142334;0.0002832349304958126;0.26389495729615137;0.26389495729615137;0.09686902389739344;0.9087546209921911;0.019148185415057323;0.09124537900780894;0.09686902389739371
"3.2. Agricultura";0.001288193976490646;8.946961085489884e-05;0.026235349932717388;0.0052114540499538075;0.0;9.171969311547858e-05;0.0;0.03291618726313222;0.03291618726313222;-0.022065489767007552;0.15832496055188308;0.008421833058257418;0.841675039448117;0.022065489767007535
"3.3 Mosaico de Agricultura ou Pastagem";0.016480309500795154;0.011569904254585739;0.0;0.0;0.03370927641905372;0.0002592533354882008;0.0009893195239927335;0.06300806303391554;0.06300806303391554;-0.029298786614861832;0.5349994079473438;0.019226649568636137;0.4650005920526562;0.02929878661486182
"4.1. Infraestrutura Urbana";6.155871257533489e-05;0.0;0.0005232781939941631;0.0;0.0;0.002894980661342663;0.0;0.003479817567912161;0.003479817567912161;0.00015918338992459416;0.8319346071580438;0.04331640279323714;0.1680653928419562;0.00015918338992459416
"5.1. Rio, Lago e Oceano";0.0;0.0;0.00010929471927806033;0.0;0.0;0.0;0.007417762787597335;0.007527057506875395;0.007527057506875395;0.002217537956561071;0.9854797549801861;0.07500346966095271;0.01452024501981386;0.002217537956561073
"total";0.541099729680189;0.040192718789816055;0.3607639811935451;0.010850697496124682;0.03370927641905372;0.003639000957836755;0.009744595463436468;0.9999999999999998;0.9999999999999998;0;0.7876312141329839;0.013654282818011641;0.21236878586701613;0.1077409554063835
"adj population";0.5410997296801887;0.04019271878981605;0.36076398119354347;0.010850697496124686;0.03370927641905376;0.003639000957836756;0.009744595463436466;0.9999999999999998;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.764118751629673e-17;1.4897859091887276e-16;7.06220806093796e-17;2.8173000877672354e-16;1.7780613348226517e-16;5.077880342262452e-16;3.5537852055703883e-16;1.6099445560868218e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9104830735707896;0.1472862126853586;0.6647441939907975;0.48028747016632556;1.0;0.795542703858923;0.7612181352658671;0.7876312141329835;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.011845063388142485;0.008672980899390632;0.013006480731115372;0.027549725288852495;0.03667969351927212;0.043997771702681016;0.05353223510457759;0.013667358621335982;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9881549366118575;0.9913270191006094;0.9869935192688847;0.9724502747111475;0.9633203064807279;0.956002228297319;0.9464677648954224;0.21236878586701646;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.09687516938529406;0.05155535059846462;0.04815839079347345;0.01127848689234175;0.0;0.0011696738131389958;0.00021858943855612017;0.1046278304606345;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2018 "
" ";"1.1. Floresta Natural";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.4904381226078213;0.014296843464085255;0.09326204816935844;0.003775038553585257;0.0;0.0;0.0015528295304093399;0.6033248823252597;0.6033248823252597;-0.06365913927405921;0.8128922525416751;0.009978167214916395;0.18710774745832492;0.06365913927405953
"2.2. Formação Campestre (Campo)";0.01882484148458505;0.006223340275086186;0.007038542492946565;9.80511113782078e-05;0.0;9.879217417207794e-05;0.0;0.03228356753816809;0.03228356753816809;0.00770682155338457;0.19277114487822564;0.011384807174128332;0.8072288551217743;0.007706821553384605
"3.1. Pastagem";0.012557395487110752;0.00906588177954537;0.2346614199453432;0.002099895279664236;0.0;0.00029654486894600287;0.00036144462905400847;0.25904258198966357;0.25904258198966357;0.1035872458976361;0.905879713454627;0.019378357698973288;0.09412028654537297;0.10358724589763635
"3.2. Agricultura";0.001326589218506589;8.999083391202434e-05;0.02682118509340845;0.005099155142034999;0.0;9.225402447545054e-05;0.0;0.03342917431233751;0.03342917431233751;-0.02235703422567483;0.15253607804943844;0.008064953187487055;0.8474639219505615;0.02235703422567481
"3.3 Mosaico de Agricultura ou Pastagem";0.01645687691804694;0.010314332738923859;0.0;0.0;0.03185066018910392;0.00010778006065746519;0.00015871722601777088;0.058888367132749954;0.058888367132749954;-0.027037706943646034;0.5408650594319272;0.019344303449675367;0.4591349405680728;0.02703770694364603
"4.1. Infraestrutura Urbana";6.191733512945844e-05;0.0;0.0005263266554482213;0.0;0.0;0.003011085800356711;0.0;0.003599329790934391;0.003599329790934391;7.1271376733169755e-06;0.8365684655906537;0.042951475758471094;0.16343153440934632;7.127137673316759e-06
"5.1. Rio, Lago e Oceano";0.0;0.0;0.00032030553079504437;0.0;0.0;0.0;0.009111791380094223;0.009432096910889268;0.009432096910889268;0.0017526858546860747;0.9660408990894427;0.0656795973925556;0.033959100910557316;0.001752685854686074
"total";0.5396657430512002;0.0399903890915527;0.3626298278872999;0.0110721400866627;0.03185066018910392;0.0036064569286077077;0.011184782765575342;1.0000000000000002;1.0000000000000002;0;0.7803955753398406;0.013590290588471497;0.2196044246601594;0.11305388044338036
"adj population";0.5396657430511992;0.03999038909155268;0.36262982788729853;0.011072140086662704;0.03185066018910398;0.003606456928607708;0.01118478276557534;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.831322731786055e-17;1.5114769571717112e-16;7.125956639967642e-17;2.808890229858501e-16;1.839513075760962e-16;5.187374299172816e-16;3.326392183173905e-16;1.6069374682313266e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9087812760449603;0.1556208983323137;0.6471100883026984;0.4605392545725961;1.0;0.8349152256531058;0.814659664927834;0.7803955753398403;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.0118948599386916;0.009080549111333814;0.012786746855446092;0.026039785291779468;0.0365232498798023;0.04595750216203135;0.052185071481217406;0.013620267142577754;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9881051400613085;0.9909194508886662;0.9872132531445539;0.9739602147082206;0.9634767501201977;0.9540424978379687;0.9478149285187826;0.21960442466015972;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.09845524088675772;0.05212045452616381;0.04876232408864073;0.011945969889255403;0.0;0.0011764879811553596;0.0006406110615900899;0.10655054421678155;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: Todos "
" ";"1.1. Floresta Natural";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.5310992318387486;0.012375875805937532;0.07740445997623088;0.003035068127094875;0.0;7.990330517445046e-05;0.001763056441323269;0.6257575954945097;0.6257575954945097;-0.035387892778748785;0.8487299805270706;0.0016747151441427115;0.1512700194729294;0.03538789277874532
"2.2. Formação Campestre (Campo)";0.019215784634244205;0.0051416573917732675;0.0059792334203182945;0.0001860559121808855;0.0;9.747859078253862e-05;6.109244026611118e-05;0.0306813023895653;0.0306813023895653;0.007353349596209036;0.1675827618557025;0.0018529440096559967;0.8324172381442975;0.0073533495962088795
"3.1. Pastagem";0.015238258859336402;0.0070188259759134414;0.2023882082669576;0.0020990497697104303;0.0;0.0003296823153785777;0.0002094878044352071;0.22728351299173166;0.22728351299173166;0.0744976454435256;0.8904658573907117;0.0034820910327152373;0.10953414260928829;0.0744976454435225
"3.2. Agricultura";0.0006393863898045705;4.311466118288314e-05;0.015744505706294803;0.0025285188023356866;0.0;3.2579549245572025e-05;0.0;0.018988105108863514;0.018988105108863514;-0.011139412497542068;0.1331633034385999;0.0012542869286189826;0.8668366965614;0.011139412497541636
"3.3 Mosaico de Agricultura ou Pastagem";0.02405636603150247;0.013304371403559459;0.0;0.0;0.04671533043044309;0.0003166516623116603;0.00039838280821395027;0.08479110233603064;0.08479110233603064;-0.0380757719055869;0.5509461387270184;0.0031982686155180135;0.44905386127298164;0.03807577190558755
"4.1. Infraestrutura Urbana";6.478567124986632e-05;0.0;0.00013008727849806915;0.0;0.0;0.0021548505010176742;0.0;0.0023497234507656095;0.0023497234507656095;0.0006614224731448634;0.9170655807667742;0.00797702305280989;0.08293441923322575;0.0006614224731448636
"5.1. Rio, Lago e Oceano";5.5889290878219406e-05;0.0001508067474075948;0.00013466378695447205;0.0;0.0;0.0;0.009807298403476616;0.010148658228716903;0.010148658228716903;0.002090659668998246;0.9663640436452597;0.01030689157643464;0.03363595635474026;0.002090659668998251
"total";0.5903697027157644;0.03803465198577418;0.30178115843525416;0.007848692611321878;0.04671533043044309;0.003011145923910473;0.012239317897715154;1.0;1.0;0;0.7998350956347238;0.002314584511338655;0.20016490436527623;0.0846030771818745
"adj population";0.5903697027155986;0.03803465198577364;0.30178115843523734;0.00784869261132185;0.04671533043044332;0.003011145923910461;0.012239317897714819;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";3.401971290782777e-19;7.628283403407062e-19;3.6754041016075337e-19;1.650588641432762e-18;7.620332577680032e-19;2.7993103519019134e-18;1.5717927457991097e-18;8.254290876481525e-18;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8996044840980477;0.13518350039580665;0.6706456072882041;0.3221579602554764;1.0;0.7156247340611244;0.8012945235540774;0.7998350956347281;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.0018542087779120468;0.0014801557315309568;0.0024740047326782667;0.0030475879354433114;0.005983952720871517;0.006642822335198803;0.00806944028375829;0.0023198027691587447;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9981457912220879;0.9985198442684691;0.9975259952673218;0.9969524120645566;0.9940160472791285;0.9933571776648012;0.9919305597162417;0.2001649043652719;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.11854094175403151;0.051079289995584067;0.04979060944954811;0.010640347617972383;0.0;0.0003897458994958705;0.000682719650480574;0.11556182718355626;NaN;NaN;NaN;NaN;NaN;NaN
